                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.2983,                 0.6778,                0.85225,                0.91968,                0.86339,                0.90853,                 0.4556,                 1.6977,                0.71861,                0.93494,              0.0004885,              0.0004885,              0.0004885
                    158,                 1.3154,                0.67078,                0.84835,                  0.932,                0.84894,                 0.9196,                0.47549,                 1.6495,                 0.7269,                0.93322,              0.0004852,              0.0004852,              0.0004852
                    159,                 1.2869,                0.66503,                0.84901,                0.93195,                0.83231,                0.90558,                0.44924,                 1.7491,                0.76887,                0.94656,              0.0004819,              0.0004819,              0.0004819
                    160,                 1.3273,                 0.6875,                0.85083,                0.87577,                 0.8458,                0.87476,                0.40367,                  1.856,                0.79523,                0.96366,              0.0004786,              0.0004786,              0.0004786
                    161,                  1.283,                0.65842,                0.85069,                0.88817,                0.87315,                0.91106,                0.42205,                 1.7934,                0.75192,                0.95381,              0.0004753,              0.0004753,              0.0004753
                    162,                 1.2765,                0.65061,                0.84262,                0.91971,                 0.8522,                0.91654,                0.44791,                 1.7267,                0.74116,                0.94356,               0.000472,               0.000472,               0.000472
                    163,                 1.3035,                0.66306,                0.84837,                0.93428,                0.85556,                0.90725,                0.44171,                 1.7081,                0.74582,                0.93333,              0.0004687,              0.0004687,              0.0004687
                    164,                 1.2878,                0.65124,                0.83978,                0.92138,                0.86451,                0.90574,                0.44377,                 1.7092,                0.72829,                0.93673,              0.0004654,              0.0004654,              0.0004654
                    165,                 1.2687,                0.64693,                0.84753,                0.92111,                 0.8615,                0.91756,                0.45778,                 1.6446,                0.71372,                0.92637,              0.0004621,              0.0004621,              0.0004621
                    166,                 1.2799,                0.64742,                0.85183,                0.92659,                0.84641,                0.91039,                0.45433,                 1.7113,                0.73542,                0.94754,              0.0004588,              0.0004588,              0.0004588
                    167,                  1.287,                0.65471,                 0.8528,                0.86667,                0.87033,                0.90536,                0.44391,                 1.7245,                0.73478,                0.93887,              0.0004555,              0.0004555,              0.0004555
                    168,                 1.2468,                0.64406,                0.83952,                0.90008,                0.85631,                0.91082,                0.45573,                 1.6982,                 0.7341,                0.93385,              0.0004522,              0.0004522,              0.0004522
                    169,                 1.2318,                0.62973,                0.84004,                0.90609,                0.85871,                0.91466,                0.46379,                 1.6976,                0.72275,                0.93108,              0.0004489,              0.0004489,              0.0004489
